Date,GOOGL,AMZN,META,MSFT,AAPL
2022-12-09,92.6007080078125,89.08999633789062,115.55208587646484,241.9407196044922,140.8354034423828
2022-12-12,93.07951354980469,90.55000305175781,114.36565399169922,248.9302215576172,143.14369201660156
2022-12-13,95.39379119873047,92.48999786376953,119.78933715820312,253.27769470214844,144.11456298828125
2022-12-14,94.83517456054688,91.58000183105469,121.2249984741211,253.5734405517578,141.87562561035156
2022-12-15,90.63557434082031,88.44999694824219,115.80134582519531,245.47982788085938,135.22811889648438
2022-12-16,90.03705596923828,87.86000061035156,119.07148742675781,241.2210693359375,133.2566680908203
2022-12-19,88.22154998779297,84.91999816894531,114.1363525390625,237.04116821289062,131.1365966796875
2022-12-20,88.80010986328125,85.19000244140625,116.7385025024414,238.37205505371094,131.0672607421875
2022-12-21,89.35873413085938,86.7699966430664,119.40049743652344,240.96475219726562,134.18789672851562
2022-12-22,87.54322814941406,83.79000091552734,116.76842498779297,234.81321716308594,130.99790954589844
2022-12-23,89.00959777832031,85.25,117.6856689453125,235.34556579589844,130.63136291503906
2022-12-27,87.17414093017578,83.04000091552734,116.52914428710938,233.6006622314453,128.8184051513672
2022-12-28,85.80752563476562,81.81999969482422,115.2729263305664,231.2051239013672,124.86559295654297
2022-12-29,88.23152160644531,84.18000030517578,119.89900207519531,237.59323120117188,128.40232849121094
2022-12-30,88.01206970214844,84.0,119.978759765625,236.4201202392578,128.71934509277344
2023-01-03,88.89987182617188,85.81999969482422,124.36555480957031,236.1835174560547,123.90463256835938
2023-01-04,87.86243438720703,85.13999938964844,126.98765563964844,225.85208129882812,125.18260955810547
2023-01-05,85.9870834350586,83.12000274658203,126.55895233154297,219.15835571289062,123.85509490966797
2023-01-06,87.12425994873047,86.08000183105469,129.62969970703125,221.7412109375,128.4122314453125
2023-01-09,87.80258178710938,87.36000061035156,129.0813446044922,223.900146484375,128.93727111816406
2023-01-10,88.20159149169922,89.87000274658203,132.59078979492188,225.60565185546875,129.5118865966797
2023-01-11,91.29393768310547,95.08999633789062,132.4910888671875,232.4275360107422,132.24618530273438
2023-01-12,90.90489959716797,95.2699966430664,136.2996063232422,235.12867736816406,132.1669158935547
2023-01-13,91.89246368408203,98.12000274658203,136.56881713867188,235.83847045898438,133.50433349609375
2023-01-17,91.06451416015625,96.05000305175781,134.95367431640625,236.94259643554688,134.67333984375
2023-01-18,90.89493560791016,95.45999908447266,132.62069702148438,232.46697998046875,133.95016479492188
2023-01-19,92.8201675415039,93.68000030517578,135.7412872314453,228.64195251464844,134.00961303710938
2023-01-20,97.77788543701172,97.25,138.9516143798828,236.814453125,136.5853729248047
2023-01-23,99.54351806640625,97.5199966430664,142.83993530273438,239.1409912109375,139.795166015625
